name,id,lv,power,need_build,food,wood,stone,iron,time,des,effect,name_en,des_en
{图书馆}({等级} 8),22,8,456,1_13,11666,11666,11666,0,14000,{研究} {队列}_1${研究能力}_39★,106_1+107_39,Library(Lv 8),Research Queue_1$Research Ability_39★
{图书馆}({等级} 9),22,9,923,1_13,23333,23333,23333,11666,28000,{研究} {队列}_2${研究能力}_42★,106_2+107_42,Library(Lv 9),Research Queue_2$Research Ability_42★
{图书馆}({等级} 10),22,10,1856,1_13,46666,46666,46666,23333,56000,{研究} {队列}_2${研究能力}_45★,106_2+107_45,Library(Lv 10),Research Queue_2$Research Ability_45★
{图书馆}({等级} 11),22,11,3518,1_13,83083,83083,83083,41541,99700,{研究} {队列}_2${研究能力}_48★,106_2+107_48,Library(Lv 11),Research Queue_2$Research Ability_48★
{图书馆}({等级} 12),22,12,6104,1_13,129333,129333,129333,64666,155200,{研究} {队列}_2${研究能力}_51★,106_2+107_51,Library(Lv 12),Research Queue_2$Research Ability_51★
{图书馆}({等级} 13),22,13,10004,1_13,195000,195000,195000,97500,234000,{研究} {队列}_2${研究能力}_54★,106_2+107_54,Library(Lv 13),Research Queue_2$Research Ability_54★
{图书馆}({等级} 14),22,14,15728,10_14,286166,286166,286166,143083,343400,{研究} {队列}_2${研究能力}_57★,106_2+107_57,Library(Lv 14),Research Queue_2$Research Ability_57★
{图书馆}({等级} 15),22,15,23933,10_15,410250,410250,410250,205125,492300,{研究} {队列}_2${研究能力}_60★,106_2+107_60,Library(Lv 15),Research Queue_2$Research Ability_60★
{图书馆}({等级} 16),22,16,35463,10_16,576500,576500,576500,288250,691800,{研究} {队列}_3${研究能力}_63★,106_3+107_63,Library(Lv 16),Research Queue_3$Research Ability_63★
{图书馆}({等级} 17),22,17,51378,10_17,795750,795750,795750,397875,954900,{研究} {队列}_3${研究能力}_66★,106_3+107_66,Library(Lv 17),Research Queue_3$Research Ability_66★
{图书馆}({等级} 18),22,18,73006,10_18,1081416,1081416,1081416,540708,1297700,{研究} {队列}_3${研究能力}_69★,106_3+107_69,Library(Lv 18),Research Queue_3$Research Ability_69★
{图书馆}({等级} 19),22,19,101989,10_19,1449166,1449166,1449166,724583,1739000,{研究} {队列}_3${研究能力}_72★,106_3+107_72,Library(Lv 19),Research Queue_3$Research Ability_72★
{图书馆}({等级} 20),22,20,140349,10_20,1918000,1918000,1918000,959000,2301600,{研究} {队列}_3${研究能力}_75★,106_3+107_75,Library(Lv 20),Research Queue_3$Research Ability_75★
{图书馆}({等级} 21),22,21,190551,10_21,2510083,2510083,2510083,1255041,3012100,{研究} {队列}_3${研究能力}_78★,106_3+107_78,Library(Lv 21),Research Queue_3$Research Ability_78★
{图书馆}({等级} 22),22,22,255584,10_22,3251666,3251666,3251666,1625833,3902000,{研究} {队列}_3${研究能力}_81★,106_3+107_81,Library(Lv 22),Research Queue_3$Research Ability_81★
{图书馆}({等级} 23),22,23,339058,10_23,4173666,4173666,4173666,2086833,5008400,{研究} {队列}_3${研究能力}_87★,106_3+107_87,Library(Lv 23),Research Queue_3$Research Ability_87★
{图书馆}({等级} 24),22,24,445298,10_24,5312000,5312000,5312000,2656000,6374400,{研究} {队列}_3${研究能力}_93★,106_3+107_93,Library(Lv 24),Research Queue_3$Research Ability_93★
{图书馆}({等级} 25),22,25,579473,10_25,6708750,6708750,6708750,3354375,8050500,{研究} {队列}_3${研究能力}_100★,106_3+107_100,Library(Lv 25),Research Queue_3$Research Ability_100★
{博物馆}({等级} 1),23,1,50,1_14,25,25,25,0,10,{主城金币产量}_+1%${居民} {心情值恢复}_+1%,201_0.01+352_0.01,Museum(Lv 1),City Gold Output_+1%$Residents Mood Points Restore_+1%
{博物馆}({等级} 2),23,2,100,1_14,50,50,50,0,60,{主城金币产量}_+2%${居民} {心情值恢复}_+2%,201_0.02+352_0.02,Museum(Lv 2),City Gold Output_+2%$Residents Mood Points Restore_+2%
{博物馆}({等级} 3),23,3,150,1_14,150,150,150,0,120,{主城金币产量}_+3%${居民} {心情值恢复}_+3%,201_0.03+352_0.03,Museum(Lv 3),City Gold Output_+3%$Residents Mood Points Restore_+3%
{博物馆}({等级} 4),23,4,200,1_14,500,500,500,0,300,{主城金币产量}_+4%${居民} {心情值恢复}_+4%,201_0.04+352_0.04,Museum(Lv 4),City Gold Output_+4%$Residents Mood Points Restore_+4%
{博物馆}({等级} 5),23,5,250,1_14,1500,1500,1500,0,1800,{主城金币产量}_+5%${居民} {心情值恢复}_+5%,201_0.05+352_0.05,Museum(Lv 5),City Gold Output_+5%$Residents Mood Points Restore_+5%
{博物馆}({等级} 6),23,6,300,1_14,3000,3000,3000,0,3600,{主城金币产量}_+6%${居民} {心情值恢复}_+6%,201_0.06+352_0.06,Museum(Lv 6),City Gold Output_+6%$Residents Mood Points Restore_+6%
{博物馆}({等级} 7),23,7,350,1_14,6000,6000,6000,0,7200,{主城金币产量}_+7%${居民} {心情值恢复}_+7%,201_0.07+352_0.07,Museum(Lv 7),City Gold Output_+7%$Residents Mood Points Restore_+7%
{博物馆}({等级} 8),23,8,456,1_14,11666,11666,11666,0,14000,{主城金币产量}_+8%${居民} {心情值恢复}_+8%,201_0.08+352_0.08,Museum(Lv 8),City Gold Output_+8%$Residents Mood Points Restore_+8%
{博物馆}({等级} 9),23,9,923,1_14,23333,23333,23333,11666,28000,{主城金币产量}_+10%${居民} {心情值恢复}_+10%,201_0.1+352_0.1,Museum(Lv 9),City Gold Output_+10%$Residents Mood Points Restore_+10%
{博物馆}({等级} 10),23,10,1856,1_14,46666,46666,46666,23333,56000,{主城金币产量}_+12%${居民} {心情值恢复}_+12%,201_0.12+352_0.12,Museum(Lv 10),City Gold Output_+12%$Residents Mood Points Restore_+12%
{博物馆}({等级} 11),23,11,3518,1_14,83083,83083,83083,41541,99700,{主城金币产量}_+14%${居民} {心情值恢复}_+14%,201_0.14+352_0.14,Museum(Lv 11),City Gold Output_+14%$Residents Mood Points Restore_+14%
{博物馆}({等级} 12),23,12,6104,1_14,129333,129333,129333,64666,155200,{主城金币产量}_+16%${居民} {心情值恢复}_+16%,201_0.16+352_0.16,Museum(Lv 12),City Gold Output_+16%$Residents Mood Points Restore_+16%
{博物馆}({等级} 13),23,13,10004,1_14,195000,195000,195000,97500,234000,{主城金币产量}_+18%${居民} {心情值恢复}_+18%,201_0.18+352_0.18,Museum(Lv 13),City Gold Output_+18%$Residents Mood Points Restore_+18%
{博物馆}({等级} 14),23,14,15728,1_14,286166,286166,286166,143083,343400,{主城金币产量}_+20%${居民} {心情值恢复}_+20%,201_0.2+352_0.20,Museum(Lv 14),City Gold Output_+20%$Residents Mood Points Restore_+20%
{博物馆}({等级} 15),23,15,23933,12_15,410250,410250,410250,205125,492300,{主城金币产量}_+22%${居民} {心情值恢复}_+22%,201_0.22+352_0.22,Museum(Lv 15),City Gold Output_+22%$Residents Mood Points Restore_+22%
{博物馆}({等级} 16),23,16,35463,12_16,576500,576500,576500,288250,691800,{主城金币产量}_+24%${居民} {心情值恢复}_+24%,201_0.24+352_0.24,Museum(Lv 16),City Gold Output_+24%$Residents Mood Points Restore_+24%
{博物馆}({等级} 17),23,17,51378,12_17,795750,795750,795750,397875,954900,{主城金币产量}_+26%${居民} {心情值恢复}_+26%,201_0.26+352_0.26,Museum(Lv 17),City Gold Output_+26%$Residents Mood Points Restore_+26%
{博物馆}({等级} 18),23,18,73006,12_18,1081416,1081416,1081416,540708,1297700,{主城金币产量}_+29%${居民} {心情值恢复}_+29%,201_0.29+352_0.29,Museum(Lv 18),City Gold Output_+29%$Residents Mood Points Restore_+29%
{博物馆}({等级} 19),23,19,101989,12_19,1449166,1449166,1449166,724583,1739000,{主城金币产量}_+32%${居民} {心情值恢复}_+32%,201_0.32+352_0.32,Museum(Lv 19),City Gold Output_+32%$Residents Mood Points Restore_+32%
{博物馆}({等级} 20),23,20,140349,12_20,1918000,1918000,1918000,959000,2301600,{主城金币产量}_+35%${居民} {心情值恢复}_+35%,201_0.35+352_0.35,Museum(Lv 20),City Gold Output_+35%$Residents Mood Points Restore_+35%
{博物馆}({等级} 21),23,21,190551,12_21,2510083,2510083,2510083,1255041,3012100,{主城金币产量}_+38%${居民} {心情值恢复}_+38%,201_0.38+352_0.38,Museum(Lv 21),City Gold Output_+38%$Residents Mood Points Restore_+38%
{博物馆}({等级} 22),23,22,255584,12_22,3251666,3251666,3251666,1625833,3902000,{主城金币产量}_+41%${居民} {心情值恢复}_+41%,201_0.41+352_0.41,Museum(Lv 22),City Gold Output_+41%$Residents Mood Points Restore_+41%
{博物馆}({等级} 23),23,23,339058,12_23,4173666,4173666,4173666,2086833,5008400,{主城金币产量}_+44%${居民} {心情值恢复}_+44%,201_0.44+352_0.44,Museum(Lv 23),City Gold Output_+44%$Residents Mood Points Restore_+44%
{博物馆}({等级} 24),23,24,445298,12_24,5312000,5312000,5312000,2656000,6374400,{主城金币产量}_+47%${居民} {心情值恢复}_+47%,201_0.47+352_0.47,Museum(Lv 24),City Gold Output_+47%$Residents Mood Points Restore_+47%
{博物馆}({等级} 25),23,25,579473,12_25,6708750,6708750,6708750,3354375,8050500,{主城金币产量}_+50%${居民} {心情值恢复}_+50%,201_0.5+352_0.5,Museum(Lv 25),City Gold Output_+50%$Residents Mood Points Restore_+50%
{教堂}({等级} 1),24,1,50,1_15,25,25,25,0,10,{医院容量}_+1%${治疗速度}_+1%${居民} {健康值恢复}_+1%,108_0.01+351_0.01+14_0.01,Church(Lv 1),Hospital Capacity_+1%$Healing Spd_+1%$Residents Health Points Restore_+1%
{教堂}({等级} 2),24,2,100,1_15,50,50,50,0,60,{医院容量}_+2%${治疗速度}_+2%${居民} {健康值恢复}_+2%,108_0.02+351_0.02+14_0.02,Church(Lv 2),Hospital Capacity_+2%$Healing Spd_+2%$Residents Health Points Restore_+2%
{教堂}({等级} 3),24,3,150,1_15,150,150,150,0,120,{医院容量}_+3%${治疗速度}_+3%${居民} {健康值恢复}_+3%,108_0.03+351_0.03+14_0.03,Church(Lv 3),Hospital Capacity_+3%$Healing Spd_+3%$Residents Health Points Restore_+3%
{教堂}({等级} 4),24,4,200,1_15,500,500,500,0,300,{医院容量}_+4%${治疗速度}_+4%${居民} {健康值恢复}_+4%,108_0.04+351_0.04+14_0.04,Church(Lv 4),Hospital Capacity_+4%$Healing Spd_+4%$Residents Health Points Restore_+4%
{教堂}({等级} 5),24,5,250,1_15,1500,1500,1500,0,1800,{医院容量}_+5%${治疗速度}_+5%${居民} {健康值恢复}_+5%,108_0.05+351_0.05+14_0.05,Church(Lv 5),Hospital Capacity_+5%$Healing Spd_+5%$Residents Health Points Restore_+5%
{教堂}({等级} 6),24,6,300,1_15,3000,3000,3000,0,3600,{医院容量}_+6%${治疗速度}_+6%${居民} {健康值恢复}_+6%,108_0.06+351_0.06+14_0.06,Church(Lv 6),Hospital Capacity_+6%$Healing Spd_+6%$Residents Health Points Restore_+6%
{教堂}({等级} 7),24,7,350,1_15,6000,6000,6000,0,7200,{医院容量}_+7%${治疗速度}_+7%${居民} {健康值恢复}_+7%,108_0.07+351_0.07+14_0.07,Church(Lv 7),Hospital Capacity_+7%$Healing Spd_+7%$Residents Health Points Restore_+7%
{教堂}({等级} 8),24,8,456,1_15,11666,11666,11666,0,14000,{医院容量}_+8%${治疗速度}_+8%${居民} {健康值恢复}_+8%,108_0.08+351_0.08+14_0.08,Church(Lv 8),Hospital Capacity_+8%$Healing Spd_+8%$Residents Health Points Restore_+8%
{教堂}({等级} 9),24,9,923,1_15,23333,23333,23333,11666,28000,{医院容量}_+10%${治疗速度}_+9%${居民} {健康值恢复}_+10%,108_0.1+351_0.1+14_0.09,Church(Lv 9),Hospital Capacity_+10%$Healing Spd_+9%$Residents Health Points Restore_+10%
{教堂}({等级} 10),24,10,1856,1_15,46666,46666,46666,23333,56000,{医院容量}_+12%${治疗速度}_+10%${居民} {健康值恢复}_+12%,108_0.12+351_0.12+14_0.1,Church(Lv 10),Hospital Capacity_+12%$Healing Spd_+10%$Residents Health Points Restore_+12%
{教堂}({等级} 11),24,11,3518,1_15,83083,83083,83083,41541,99700,{医院容量}_+14%${治疗速度}_+11%${居民} {健康值恢复}_+14%,108_0.14+351_0.14+14_0.11,Church(Lv 11),Hospital Capacity_+14%$Healing Spd_+11%$Residents Health Points Restore_+14%
{教堂}({等级} 12),24,12,6104,1_15,129333,129333,129333,64666,155200,{医院容量}_+16%${治疗速度}_+12%${居民} {健康值恢复}_+16%,108_0.16+351_0.16+14_0.12,Church(Lv 12),Hospital Capacity_+16%$Healing Spd_+12%$Residents Health Points Restore_+16%
{教堂}({等级} 13),24,13,10004,1_15,195000,195000,195000,97500,234000,{医院容量}_+18%${治疗速度}_+13%${居民} {健康值恢复}_+18%,108_0.18+351_0.18+14_0.13,Church(Lv 13),Hospital Capacity_+18%$Healing Spd_+13%$Residents Health Points Restore_+18%
{教堂}({等级} 14),24,14,15728,1_15,286166,286166,286166,143083,343400,{医院容量}_+20%${治疗速度}_+14%${居民} {健康值恢复}_+20%,108_0.2+351_0.2+14_0.14,Church(Lv 14),Hospital Capacity_+20%$Healing Spd_+14%$Residents Health Points Restore_+20%
{教堂}({等级} 15),24,15,23933,1_15,410250,410250,410250,205125,492300,{医院容量}_+22%${治疗速度}_+15%${居民} {健康值恢复}_+22%,108_0.22+351_0.22+14_0.15,Church(Lv 15),Hospital Capacity_+22%$Healing Spd_+15%$Residents Health Points Restore_+22%
{教堂}({等级} 16),24,16,35463,18_16,576500,576500,576500,288250,691800,{医院容量}_+24%${治疗速度}_+16%${居民} {健康值恢复}_+24%,108_0.24+351_0.24+14_0.16,Church(Lv 16),Hospital Capacity_+24%$Healing Spd_+16%$Residents Health Points Restore_+24%
{教堂}({等级} 17),24,17,51378,18_17,795750,795750,795750,397875,954900,{医院容量}_+26%${治疗速度}_+17%${居民} {健康值恢复}_+26%,108_0.26+351_0.26+14_0.17,Church(Lv 17),Hospital Capacity_+26%$Healing Spd_+17%$Residents Health Points Restore_+26%
{教堂}({等级} 18),24,18,73006,18_18,1081416,1081416,1081416,540708,1297700,{医院容量}_+29%${治疗速度}_+18%${居民} {健康值恢复}_+29%,108_0.29+351_0.29+14_0.18,Church(Lv 18),Hospital Capacity_+29%$Healing Spd_+18%$Residents Health Points Restore_+29%
{教堂}({等级} 19),24,19,101989,18_19,1449166,1449166,1449166,724583,1739000,{医院容量}_+32%${治疗速度}_+19%${居民} {健康值恢复}_+32%,108_0.32+351_0.32+14_0.19,Church(Lv 19),Hospital Capacity_+32%$Healing Spd_+19%$Residents Health Points Restore_+32%
{教堂}({等级} 20),24,20,140349,18_20,1918000,1918000,1918000,959000,2301600,{医院容量}_+35%${治疗速度}_+20%${居民} {健康值恢复}_+35%,108_0.35+351_0.35+14_0.2,Church(Lv 20),Hospital Capacity_+35%$Healing Spd_+20%$Residents Health Points Restore_+35%
{教堂}({等级} 21),24,21,190551,18_21,2510083,2510083,2510083,1255041,3012100,{医院容量}_+38%${治疗速度}_+22%${居民} {健康值恢复}_+38%,108_0.38+351_0.38+14_0.22,Church(Lv 21),Hospital Capacity_+38%$Healing Spd_+22%$Residents Health Points Restore_+38%
{教堂}({等级} 22),24,22,255584,18_22,3251666,3251666,3251666,1625833,3902000,{医院容量}_+41%${治疗速度}_+24%${居民} {健康值恢复}_+41%,108_0.41+351_0.41+14_0.24,Church(Lv 22),Hospital Capacity_+41%$Healing Spd_+24%$Residents Health Points Restore_+41%
{教堂}({等级} 23),24,23,339058,18_23,4173666,4173666,4173666,2086833,5008400,{医院容量}_+44%${治疗速度}_+26%${居民} {健康值恢复}_+44%,108_0.44+351_0.44+14_0.26,Church(Lv 23),Hospital Capacity_+44%$Healing Spd_+26%$Residents Health Points Restore_+44%
{教堂}({等级} 24),24,24,445298,18_24,5312000,5312000,5312000,2656000,6374400,{医院容量}_+47%${治疗速度}_+28%${居民} {健康值恢复}_+47%,108_0.47+351_0.47+14_0.28,Church(Lv 24),Hospital Capacity_+47%$Healing Spd_+28%$Residents Health Points Restore_+47%
{教堂}({等级} 25),24,25,579473,18_25,6708750,6708750,6708750,3354375,8050500,{医院容量}_+50%${治疗速度}_+30%${居民} {健康值恢复}_+50%,108_0.5+351_0.5+14_0.3,Church(Lv 25),Hospital Capacity_+50%$Healing Spd_+30%$Residents Health Points Restore_+50%
{神殿}({等级} 1),25,1,50,1_12,25,25,25,0,10,{光明卡}_1${黑暗卡}_0,290_1+291_0,Temple(Lv 1),Light Card_1$Dark Card_0
{神殿}({等级} 2),25,2,100,1_12,50,50,50,0,60,{光明卡}_1${黑暗卡}_1,290_1+291_1,Temple(Lv 2),Light Card_1$Dark Card_1
{神殿}({等级} 3),25,3,150,1_12,150,150,150,0,120,{光明卡}_1${黑暗卡}_1,290_1+291_1,Temple(Lv 3),Light Card_1$Dark Card_1
{神殿}({等级} 4),25,4,200,1_12,500,500,500,0,300,{光明卡}_2${黑暗卡}_1,290_2+291_1,Temple(Lv 4),Light Card_2$Dark Card_1
{神殿}({等级} 5),25,5,250,1_12,1500,1500,1500,0,1800,{光明卡}_2${黑暗卡}_1,290_2+291_1,Temple(Lv 5),Light Card_2$Dark Card_1
{神殿}({等级} 6),25,6,300,1_12,3000,3000,3000,0,3600,{光明卡}_2${黑暗卡}_2,290_2+291_2,Temple(Lv 6),Light Card_2$Dark Card_2
{神殿}({等级} 7),25,7,350,1_12,6000,6000,6000,0,7200,{光明卡}_2${黑暗卡}_2,290_2+291_2,Temple(Lv 7),Light Card_2$Dark Card_2
{神殿}({等级} 8),25,8,456,1_12,11666,11666,11666,0,14000,{光明卡}_3${黑暗卡}_2,290_3+291_2,Temple(Lv 8),Light Card_3$Dark Card_2
{神殿}({等级} 9),25,9,923,1_12,23333,23333,23333,11666,28000,{光明卡}_3${黑暗卡}_2,290_3+291_2,Temple(Lv 9),Light Card_3$Dark Card_2
{神殿}({等级} 10),25,10,1856,1_12,46666,46666,46666,23333,56000,{光明卡}_3${黑暗卡}_3,290_3+291_3,Temple(Lv 10),Light Card_3$Dark Card_3
{神殿}({等级} 11),25,11,3518,1_12,83083,83083,83083,41541,99700,{光明卡}_3${黑暗卡}_3,290_3+291_3,Temple(Lv 11),Light Card_3$Dark Card_3
{神殿}({等级} 12),25,12,6104,1_12,129333,129333,129333,64666,155200,{光明卡}_4${黑暗卡}_3,290_4+291_3,Temple(Lv 12),Light Card_4$Dark Card_3
{神殿}({等级} 13),25,13,10004,1_12,195000,195000,195000,97500,234000,{光明卡}_4${黑暗卡}_3,290_4+291_3,Temple(Lv 13),Light Card_4$Dark Card_3
{神殿}({等级} 14),25,14,15728,1_12,286166,286166,286166,143083,343400,{光明卡}_4${黑暗卡}_4,290_4+291_4,Temple(Lv 14),Light Card_4$Dark Card_4
{神殿}({等级} 15),25,15,23933,1_12,410250,410250,410250,205125,492300,{光明卡}_4${黑暗卡}_4,290_4+291_4,Temple(Lv 15),Light Card_4$Dark Card_4
{神殿}({等级} 16),25,16,35463,1_12,576500,576500,576500,288250,691800,{光明卡}_5${黑暗卡}_4,290_5+291_4,Temple(Lv 16),Light Card_5$Dark Card_4
{神殿}({等级} 17),25,17,51378,1_12,795750,795750,795750,397875,954900,{光明卡}_5${黑暗卡}_5,290_5+291_5,Temple(Lv 17),Light Card_5$Dark Card_5
{神殿}({等级} 18),25,18,73006,1_12,1081416,1081416,1081416,540708,1297700,{光明卡}_6${黑暗卡}_5,290_6+291_5,Temple(Lv 18),Light Card_6$Dark Card_5
{神殿}({等级} 19),25,19,101989,1_12,1449166,1449166,1449166,724583,1739000,{光明卡}_6${黑暗卡}_6,290_6+291_6,Temple(Lv 19),Light Card_6$Dark Card_6
{神殿}({等级} 20),25,20,140349,1_20,1918000,1918000,1918000,959000,2301600,{光明卡}_7${黑暗卡}_6,290_7+291_6,Temple(Lv 20),Light Card_7$Dark Card_6
{神殿}({等级} 21),25,21,190551,1_21,2510083,2510083,2510083,1255041,3012100,{光明卡}_7${黑暗卡}_7,290_7+291_7,Temple(Lv 21),Light Card_7$Dark Card_7
{神殿}({等级} 22),25,22,255584,1_22,3251666,3251666,3251666,1625833,3902000,{光明卡}_8${黑暗卡}_7,290_8+291_7,Temple(Lv 22),Light Card_8$Dark Card_7
{神殿}({等级} 23),25,23,339058,1_23,4173666,4173666,4173666,2086833,5008400,{光明卡}_8${黑暗卡}_8,290_8+291_8,Temple(Lv 23),Light Card_8$Dark Card_8
{神殿}({等级} 24),25,24,445298,1_24,5312000,5312000,5312000,2656000,6374400,{光明卡}_9${黑暗卡}_8,290_9+291_8,Temple(Lv 24),Light Card_9$Dark Card_8
{神殿}({等级} 25),25,25,579473,1_25,6708750,6708750,6708750,3354375,8050500,{光明卡}_9${黑暗卡}_9,290_9+291_9,Temple(Lv 25),Light Card_9$Dark Card_9
{委托板}({等级} 1),26,1,40,1_3,25,25,25,0,10,{金币} {产量}_+200/{小时},200_200,Delegation Board(Lv 1),Gold Coin Output_+200/H
{委托板}({等级} 2),26,2,80,1_3,50,50,50,0,30,{金币} {产量}_+220/{小时},200_220,Delegation Board(Lv 2),Gold Coin Output_+220/H
{委托板}({等级} 3),26,3,120,1_3,100,100,100,0,120,{金币} {产量}_+240/{小时},200_240,Delegation Board(Lv 3),Gold Coin Output_+240/H
{委托板}({等级} 4),26,4,160,1_4,483,483,483,0,300,{金币} {产量}_+260/{小时},200_260,Delegation Board(Lv 4),Gold Coin Output_+260/H
{委托板}({等级} 5),26,5,200,1_5,1333,1333,1333,0,1600,{金币} {产量}_+280/{小时},200_280,Delegation Board(Lv 5),Gold Coin Output_+280/H
{委托板}({等级} 6),26,6,240,1_6,3000,3000,3000,0,3600,{金币} {产量}_+300/{小时},200_300,Delegation Board(Lv 6),Gold Coin Output_+300/H
{委托板}({等级} 7),26,7,300,1_7,6000,6000,6000,0,7200,{金币} {产量}_+320/{小时},200_320,Delegation Board(Lv 7),Gold Coin Output_+320/H
{委托板}({等级} 8),26,8,452,1_8,11666,11666,11666,0,14000,{金币} {产量}_+340/{小时},200_340,Delegation Board(Lv 8),Gold Coin Output_+340/H
{委托板}({等级} 9),26,9,888,1_9,21833,21833,21833,10916,26200,{金币} {产量}_+360/{小时},200_360,Delegation Board(Lv 9),Gold Coin Output_+360/H
{委托板}({等级} 10),26,10,1615,1_10,36333,36333,36333,18166,43600,{金币} {产量}_+380/{小时},200_380,Delegation Board(Lv 10),Gold Coin Output_+380/H
{委托板}({等级} 11),26,11,2773,1_11,57916,57916,57916,28958,69500,{金币} {产量}_+410/{小时},200_410,Delegation Board(Lv 11),Gold Coin Output_+410/H
{委托板}({等级} 12),26,12,4555,1_12,89083,89083,89083,44541,106900,{金币} {产量}_+440/{小时},200_440,Delegation Board(Lv 12),Gold Coin Output_+440/H
{委托板}({等级} 13),26,13,7208,1_13,132666,132666,132666,66333,159200,{金币} {产量}_+470/{小时},200_470,Delegation Board(Lv 13),Gold Coin Output_+470/H
{委托板}({等级} 14),26,14,11060,1_14,192583,192583,192583,96291,231100,{金币} {产量}_+500/{小时},200_500,Delegation Board(Lv 14),Gold Coin Output_+500/H
{委托板}({等级} 15),26,15,16527,1_15,273333,273333,273333,136666,328000,{金币} {产量}_+530/{小时},200_530,Delegation Board(Lv 15),Gold Coin Output_+530/H
{委托板}({等级} 16),26,16,24133,1_16,380333,380333,380333,190166,456400,{金币} {产量}_+560/{小时},200_560,Delegation Board(Lv 16),Gold Coin Output_+560/H
{委托板}({等级} 17),26,17,34538,1_17,520250,520250,520250,260125,624300,{金币} {产量}_+590/{小时},200_590,Delegation Board(Lv 17),Gold Coin Output_+590/H
{委托板}({等级} 18),26,18,48557,1_18,700916,700916,700916,350458,841100,{金币} {产量}_+620/{小时},200_620,Delegation Board(Lv 18),Gold Coin Output_+620/H
{委托板}({等级} 19),26,19,67192,1_19,931750,931750,931750,465875,1118100,{金币} {产量}_+650/{小时},200_650,Delegation Board(Lv 19),Gold Coin Output_+650/H
{委托板}({等级} 20),26,20,91667,1_20,1223750,1223750,1223750,611875,1468500,{金币} {产量}_+680/{小时},200_680,Delegation Board(Lv 20),Gold Coin Output_+680/H
{委托板}({等级} 21),26,21,123463,1_21,1589833,1589833,1589833,794916,1907800,{金币} {产量}_+720/{小时},200_720,Delegation Board(Lv 21),Gold Coin Output_+720/H
{委托板}({等级} 22),26,22,164368,1_22,2045250,2045250,2045250,1022625,2454300,{金币} {产量}_+760/{小时},200_760,Delegation Board(Lv 22),Gold Coin Output_+760/H
{委托板}({等级} 23),26,23,216522,1_23,2607666,2607666,2607666,1303833,3129200,{金币} {产量}_+800/{小时},200_800,Delegation Board(Lv 23),Gold Coin Output_+800/H
{委托板}({等级} 24),26,24,282478,1_24,3297833,3297833,3297833,1648916,3957400,{金币} {产量}_+840/{小时},200_840,Delegation Board(Lv 24),Gold Coin Output_+840/H
{委托板}({等级} 25),26,25,365268,1_25,4139500,4139500,4139500,2069750,4967400,{金币} {产量}_+900/{小时},200_900,Delegation Board(Lv 25),Gold Coin Output_+900/H
{造船厂}({等级} 1),27,1,50,1_19,25,25,25,0,10,{金币} {产量}_+150/{小时}${货船} {数量}_1${制造队列}_1,200_150+410_1+413_1,Shipyard(Lv 1),Gold Coin Output_+150/H$Freighter Quantity_1$Make Queue_1
{造船厂}({等级} 2),27,2,100,1_19,50,50,50,0,60,{金币} {产量}_+165/{小时}${货船} {数量}_1${制造队列}_1,200_165+410_1+413_1,Shipyard(Lv 2),Gold Coin Output_+165/H$Freighter Quantity_1$Make Queue_1
{造船厂}({等级} 3),27,3,150,1_19,150,150,150,0,120,{金币} {产量}_+180/{小时}${货船} {数量}_1${制造队列}_1,200_180+410_1+413_1,Shipyard(Lv 3),Gold Coin Output_+180/H$Freighter Quantity_1$Make Queue_1
{造船厂}({等级} 4),27,4,200,1_19,500,500,500,0,300,{金币} {产量}_+195/{小时}${货船} {数量}_1${制造队列}_1,200_195+410_1+413_1,Shipyard(Lv 4),Gold Coin Output_+195/H$Freighter Quantity_1$Make Queue_1
{造船厂}({等级} 5),27,5,250,1_19,1500,1500,1500,0,1800,{金币} {产量}_+210/{小时}${货船} {数量}_1${制造队列}_1,200_210+410_1+413_1,Shipyard(Lv 5),Gold Coin Output_+210/H$Freighter Quantity_1$Make Queue_1
{造船厂}({等级} 6),27,6,300,1_19,3000,3000,3000,0,3600,{金币} {产量}_+225/{小时}${货船} {数量}_1${制造队列}_2,200_225+410_1+413_2,Shipyard(Lv 6),Gold Coin Output_+225/H$Freighter Quantity_1$Make Queue_2
{造船厂}({等级} 7),27,7,350,1_19,6000,6000,6000,0,7200,{金币} {产量}_+240/{小时}${货船} {数量}_2${制造队列}_2,200_240+410_2+413_2,Shipyard(Lv 7),Gold Coin Output_+240/H$Freighter Quantity_2$Make Queue_2
{造船厂}({等级} 8),27,8,456,1_19,11666,11666,11666,0,14000,{金币} {产量}_+255/{小时}${货船} {数量}_2${制造队列}_2,200_255+410_2+413_2,Shipyard(Lv 8),Gold Coin Output_+255/H$Freighter Quantity_2$Make Queue_2
{造船厂}({等级} 9),27,9,923,1_19,23333,23333,23333,11666,28000,{金币} {产量}_+270/{小时}${货船} {数量}_2${制造队列}_2,200_270+410_2+413_2,Shipyard(Lv 9),Gold Coin Output_+270/H$Freighter Quantity_2$Make Queue_2
{造船厂}({等级} 10),27,10,1856,1_19,46666,46666,46666,23333,56000,{金币} {产量}_+285/{小时}${货船} {数量}_2${制造队列}_2,200_285+410_2+413_2,Shipyard(Lv 10),Gold Coin Output_+285/H$Freighter Quantity_2$Make Queue_2
